	timestamp	path_msa	n_seqs	n_unique_seqs	n_cols
6207	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/GC00003926_2.fa	1	1	288
6971	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00010885.fa	1	1	288
7407	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/GC00003347_1.fa	1	1	288
9509	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00008877_2.fa	1	1	288
11875	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_3082.fa	1	1	288
12342	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/GC00004956_4.fa	1	1	288
13332	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00001056_1.fa	1	1	288
14619	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/Cluster_3075.fa	1	1	288
16157	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00010318.fa	1	1	288
17876	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00009891.fa	1	1	288
18948	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/GC00010754.fa	1	1	288
19863	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_3081.fa	1	1	288
19985	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/GC00005975_3.fa	1	1	288
24097	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_3085.fa	1	1	288
24656	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00007342_1.fa	1	1	288
25693	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00010215.fa	1	1	288
26453	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/GC00010985.fa	1	1	288
29554	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00009396_1.fa	1	1	288
30969	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00008384_1.fa	1	1	288
31601	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00010106.fa	1	1	288
32163	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00010321.fa	1	1	288
32931	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_3078.fa	1	1	288
32996	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00011459.fa	1	1	288
33897	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00000903_6.fa	1	1	288
34263	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00006211_1.fa	1	1	288
35452	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/Cluster_3080.fa	1	1	288
36244	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/Cluster_3086.fa	1	1	288
37299	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/GC00003744_7.fa	1	1	288
3116	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/GC00009133.fa	2	2	288
4617	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00006086_1.fa	2	2	288
13609	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/Cluster_3077.fa	2	1	288
23271	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00008535_2.fa	2	1	288
28485	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/GC00009243.fa	2	1	288
30424	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00009561.fa	2	2	288
31175	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00004734_r1_2.fa	2	1	288
31265	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00000141_1.fa	2	1	288
32113	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00000192_6.fa	2	1	288
33242	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00005367_4.fa	2	2	288
34623	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00003227_5.fa	2	2	288
34799	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/Cluster_3079.fa	2	2	288
2329	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00008440.fa	3	1	288
3380	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/GC00008521.fa	3	2	288
19728	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_3084.fa	3	2	288
21269	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/GC00003947_1.fa	3	3	288
23299	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00008323.fa	3	3	288
27531	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/GC00007615_2.fa	3	3	288
31869	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00004052_2.fa	3	3	288
33284	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00008522.fa	3	1	288
35855	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/GC00007081_3.fa	3	3	288
9369	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00008054.fa	4	1	288
9464	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00007631_2.fa	4	2	288
10434	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00005607_1.fa	4	2	288
13175	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00007418_2.fa	4	1	288
18189	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00006945_1.fa	4	1	288
31413	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00008041.fa	4	1	288
31544	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00008104.fa	4	1	288
4488	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_3072.fa	5	4	288
7905	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00005346_2.fa	5	1	288
10977	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/Cluster_3083.fa	5	3	288
23949	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00001056_2.fa	6	1	288
35103	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00004956_5.fa	6	5	288
22184	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00003668_8.fa	7	4	288
34179	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00003723_4.fa	7	4	288
36850	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/Cluster_3071.fa	7	2	288
9617	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00003223_1.fa	8	1	288
10551	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00004002_3.fa	8	6	288
11932	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/GC00006814.fa	8	1	288
22370	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00003566_7.fa	8	2	288
32141	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00005367_3.fa	8	1	288
6274	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00006298_2.fa	10	8	288
7150	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/GC00006474_2.fa	10	9	288
8867	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_3070.fa	10	6	288
34221	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00006155_2.fa	10	5	288
3019	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_3074.fa	11	3	288
5329	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/Cluster_3076.fa	12	1	288
23951	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00006340.fa	12	2	288
29015	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/GC00005853.fa	16	5	288
30688	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00005346_4.fa	16	9	288
11199	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00005470.fa	22	1	288
20338	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00004956_6.fa	24	7	288
10512	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00003803_1.fa	28	16	288
34753	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00005020.fa	33	3	288
13475	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00004763.fa	43	2	288
819	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/GC00004682.fa	46	20	288
18297	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00000902_3.fa	55	35	288
28954	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/GC00000902_2.fa	68	29	288
7377	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/Cluster_3069.fa	76	5	288
27637	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/GC00003378_4_p1.fa	76	18	288
15137	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00004054_2.fa	82	21	288
13111	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00003454_8.fa	85	7	288
22114	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00003163_8.fa	87	46	288
22235	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00003947_4.fa	90	40	288
11394	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00003848_4.fa	105	31	288
12102	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_3087.fa	110	17	288
7335	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/GC00003818.fa	117	20	288
31500	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_3067.fa	125	22	288
31189	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_3143.fa	126	19	288
23302	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00000821_1.fa	130	5	288
36328	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00003721.fa	137	34	288
36302	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/Cluster_3066.fa	156	12	288
1249	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/Cluster_3068.fa	157	9	288
24349	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_3411.fa	157	27	288
29790	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_3097.fa	157	28	288
27847	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00000902_4.fa	197	36	288
24678	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00000004_5.fa	201	37	288
26205	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/GC00003390_r1_1.fa	211	58	288
29054	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/GC00003223_2.fa	247	26	288
22593	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00000700_5.fa	281	32	288
35998	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/GC00002434.fa	305	27	288
3452	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/GC00001671.fa	307	11	288
9245	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00000836_2.fa	307	15	288
20912	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00001644.fa	307	14	288
33951	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00001815.fa	307	29	288
34835	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00001761.fa	307	22	288
3293	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_3057.fa	1	1	289
3480	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_3058.fa	1	1	289
7327	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/Cluster_3064.fa	1	1	289
7523	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/Cluster_3053.fa	1	1	289
8605	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_3065.fa	1	1	289
10525	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/Cluster_3055.fa	1	1	289
21770	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/Cluster_3063.fa	1	1	289
26839	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/Cluster_3050.fa	1	1	289
28493	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/Cluster_3051.fa	1	1	289
11418	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_3060.fa	2	1	289
12925	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_3062.fa	2	2	289
37068	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/Cluster_3056.fa	2	1	289
33474	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_3061.fa	3	1	289
19360	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_3052.fa	4	3	289
24054	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_3059.fa	4	1	289
32750	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_3047.fa	5	2	289
3620	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_3048.fa	6	2	289
9404	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_3046.fa	8	2	289
30468	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_3045.fa	9	5	289
10739	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/Cluster_3049.fa	12	1	289
14509	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/Cluster_3093.fa	116	13	289
11514	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_3044.fa	156	16	289
18398	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_3043.fa	156	18	289
275	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/Cluster_3042.fa	1	1	290
721	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_3038.fa	1	1	290
2125	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_3028.fa	1	1	290
4831	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/Cluster_3039.fa	1	1	290
6767	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/Cluster_3025.fa	1	1	290
7235	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/Cluster_3024.fa	1	1	290
15444	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_3036.fa	1	1	290
19526	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_3035.fa	1	1	290
19614	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_3022.fa	1	1	290
30882	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_3029.fa	1	1	290
12962	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_3030.fa	2	1	290
16055	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/Cluster_3033.fa	2	2	290
16865	Thu Oct 27 18:24:02 2022	/home/disco/Data/pandora-msas/msas/Cluster_3031.fa	2	1	290
27463	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/Cluster_3023.fa	2	2	290
18657	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/Cluster_3032.fa	5	3	290
19679	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_3019.fa	6	1	290
27216	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/Cluster_3026.fa	8	4	290
33439	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_3027.fa	10	3	290
25921	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/Cluster_3020.fa	12	1	290
37003	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/Cluster_3021.fa	16	3	290
32115	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_3040.fa	81	8	290
24281	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_3037.fa	143	18	290
15328	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_3034.fa	156	14	290
30267	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_3041.fa	156	16	290
30482	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_3018.fa	157	16	290
366	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/Cluster_3017.fa	1	1	291
1399	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00004080_1.fa	1	1	291
1440	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00001098_1.fa	1	1	291
2608	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00004468_6.fa	1	1	291
3773	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/GC00003926_4.fa	1	1	291
4637	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00009882.fa	1	1	291
5530	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/GC00000294_1.fa	1	1	291
6973	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00010369.fa	1	1	291
8661	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00000427_1.fa	1	1	291
10312	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00000274_1.fa	1	1	291
13153	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00003848_3.fa	1	1	291
15387	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_3016.fa	1	1	291
15411	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00010898.fa	1	1	291
16629	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00009837.fa	1	1	291
19288	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/GC00009717.fa	1	1	291
20857	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00004044_2.fa	1	1	291
22063	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00010182.fa	1	1	291
22240	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00006161_4.fa	1	1	291
29022	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/GC00006546_3.fa	1	1	291
29884	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00003235_1.fa	1	1	291
30310	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00010634.fa	1	1	291
31898	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_3008.fa	1	1	291
32133	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00005346_1.fa	1	1	291
32898	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00010565.fa	1	1	291
33410	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00011193.fa	1	1	291
34456	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00005565_3.fa	1	1	291
35256	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/Cluster_3005.fa	1	1	291
1189	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/GC00006942_1.fa	2	2	291
2881	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00008889.fa	2	2	291
4660	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00009223.fa	2	2	291
9878	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/Cluster_3004.fa	2	2	291
10025	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00009138.fa	2	1	291
19191	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/Cluster_3013.fa	2	1	291
19260	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/GC00005844_1.fa	2	2	291
30316	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00003417_9.fa	2	1	291
34702	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00009659.fa	2	1	291
8753	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00006796_4.fa	3	2	291
9074	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00003235_2.fa	3	1	291
14170	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00005693_1.fa	3	1	291
16053	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00008208.fa	3	1	291
22607	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/Cluster_3014.fa	3	3	291
31721	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00006155_1.fa	3	3	291
4593	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_3012.fa	4	4	291
5088	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/Cluster_3015.fa	4	1	291
7742	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00006945_2.fa	4	2	291
18600	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/GC00006546_4.fa	4	2	291
24689	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00004384_2.fa	4	3	291
25701	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00007829.fa	4	4	291
32836	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00000881_11.fa	4	2	291
4536	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00007368_2.fa	5	1	291
8945	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00000001_4.fa	5	1	291
28159	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00003630_12.fa	5	2	291
29671	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00006211_2.fa	5	2	291
34495	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00000210_1.fa	5	1	291
36119	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00003652_10.fa	5	2	291
36531	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00007505.fa	5	1	291
3322	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/GC00004002_8.fa	6	1	291
7799	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00007019_2.fa	6	1	291
15367	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00005827_1.fa	6	3	291
32742	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00006970_2.fa	6	1	291
6849	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/Cluster_3006.fa	7	4	291
12444	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_3007.fa	7	7	291
18590	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/GC00006147_2.fa	8	1	291
16537	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00000700_4.fa	9	4	291
32365	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00003652_9.fa	9	1	291
32527	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00006757.fa	9	5	291
36763	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00005535_1.fa	9	5	291
2693	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00006086_3.fa	10	1	291
9737	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00003652_12.fa	10	5	291
22772	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00006586.fa	10	2	291
31331	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00006605.fa	10	1	291
15373	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00000011_13.fa	11	6	291
4829	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00006118_2.fa	12	1	291
18433	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/GC00006108.fa	13	7	291
22839	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00005906_3.fa	13	3	291
23143	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00006127.fa	13	4	291
36784	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00006168.fa	13	9	291
7816	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00005844_2.fa	14	6	291
33716	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_3009.fa	15	8	291
5431	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00005607_2.fa	16	1	291
25448	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00005645.fa	19	2	291
15458	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00004795_3.fa	20	2	291
29711	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00003374_1.fa	25	12	291
13607	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00000902_1.fa	27	3	291
